"ID","Response","Variable","Estimate","Std. Error","t value","Pr(>|t|)"
45,"scale(bcd)","Generation.timenot
annual","0.577652361192807","0.39909491055573","1.44740598267324","0.151182300656965"
45,"scale(bcd)","cultivation.statuswild","0.284830718696192","0.248710013497549","1.14523221116306","0.255083442620164"
46,"scale(log10(pi))","(Intercept)","14.1602948570929","2.79067065411622","5.07415478648709","2.01519235165648e-06"
46,"scale(log10(pi))","log10(genome.size)","-1.71043715715145","0.279767370711211","-6.11378357956206","2.32471875083462e-08"
46,"scale(log10(pi))","log10(gbif_all_area)","0.0926630926040615","0.0604150124403628","1.53377594179148","0.128516625612685"
46,"scale(log10(pi))","Mating.systemoutcrossing","0.326070594408211","0.120249958341128","2.71160671410135","0.00799021535752953"
46,"scale(log10(pi))","Generation.timenot
annual","0.427855530588989","0.229580190464036","1.86364306835094","0.0655615095723623"
46,"scale(log10(pi))","cultivation.statuswild","0.113471015552955","0.136414878889207","0.83180820506474","0.407671065352977"
47,"scale(jac)","(Intercept)","37.6444968064522","4.78966889185591","7.85951965708126","7.04947211715989e-12"
47,"scale(jac)","log10(genome.size)","-4.41658405398366","0.480168833421932","-9.19798151518665","1.11022302462516e-14"
47,"scale(jac)","log10(gbif_all_area)","0.157687333628525","0.103691170170825","1.52074022666293","0.131754624212351"
47,"scale(jac)","Mating.systemoutcrossing","0.523580225544078","0.206386763649066","2.53688858862266","0.0128681360735947"
47,"scale(jac)","Generation.timenot
annual","0.107864133459128","0.394031841353269","0.273744713342651","0.784894456789884"
47,"scale(jac)","cultivation.statuswild","0.384418179183365","0.234130853398336","1.64189457990545","0.104025995239023"
48,"scale(bcd)","(Intercept)","40.5451272302907","5.19246689950442","7.80845174654081","8.99480490090809e-12"
48,"scale(bcd)","log10(genome.size)","-4.87073087193099","0.520549714398095","-9.35689855783122","5.10702591327572e-15"
48,"scale(bcd)","log10(gbif_all_area)","0.363046859219798","0.112411312982068","3.22962920358123","0.00171934929324791"
48,"scale(bcd)","Mating.systemoutcrossing","0.178372789589633","0.223743324004255","0.797220611535386","0.427375646268932"
48,"scale(bcd)","Generation.timenot
annual","0.169893317503149","0.427168837715803","0.397719361767161","0.691758398971954"
48,"scale(bcd)","cultivation.statuswild","0.475474974634461","0.253820615552512","1.87327169465513","0.0642057563906926"
49,"scale(log10(pi))","(Intercept)","14.6010330108692","2.83518875619968","5.1499333082996","1.4746688603573e-06"
49,"scale(log10(pi))","log10(genome.size)","-1.74450980364161","0.282935562427523","-6.16574950378847","1.84349797649475e-08"
49,"scale(log10(pi))","log10(gbif_native_area)","0.0736524241539099","0.0656560987387909","1.12179105321094","0.264870662842718"
49,"scale(log10(pi))","Mating.systemoutcrossing","0.299869115832984","0.12372533470427","2.42366784902814","0.0173210284068106"
49,"scale(log10(pi))","Generation.timenot
annual","0.441488009105929","0.232637519083263","1.89775067601163","0.0608645915807626"
49,"scale(log10(pi))","cultivation.statuswild","0.119248414927545","0.137105443301768","0.869756969933575","0.386696824863898"
50,"scale(jac)","(Intercept)","38.4285328505325","4.86647204022167","7.89658967172079","5.90549831258613e-12"
50,"scale(jac)","log10(genome.size)","-4.47715984149777","0.485645973562461","-9.21897860833792","9.99200722162641e-15"
50,"scale(jac)","log10(gbif_native_area)","0.123651658394394","0.112695695510108","1.09721722586382","0.275410009242002"
50,"scale(jac)","Mating.systemoutcrossing","0.476908173454183","0.212368887499564","2.2456593292422","0.0271203852070192"
50,"scale(jac)","Generation.timenot
annual","0.132609997658697","0.399311678860757","0.332096466692474","0.740571844343227"
50,"scale(jac)","cultivation.statuswild","0.394353932907609","0.235335232947453","1.67571140100243","0.0971903125430369"
51,"scale(bcd)","(Intercept)","41.3451425880171","5.32515668144789","7.76411757649458","1.11115561196584e-11"
51,"scale(bcd)","log10(genome.size)","-4.93357507845194","0.531420067671159","-9.28375757444075","7.32747196252603e-15"
51,"scale(bcd)","log10(gbif_native_area)","0.334458827922508","0.12331771989154","2.71217168316663","0.0079776339332609"
51,"scale(bcd)","Mating.systemoutcrossing","0.132496951888158","0.232385512719076","0.570160120301175","0.569958905213045"
51,"scale(bcd)","Generation.timenot
annual","0.181158421009062","0.436948417064917","0.414599101253062","0.679400556543617"
51,"scale(bcd)","cultivation.statuswild","0.495271934100786","0.257516528966463","1.92326269730549","0.0575394513015675"
52,"scale(log10(pi))","(Intercept)","16.1323317805629","2.51308738892338","6.41932781632161","5.88499404763354e-09"
52,"scale(log10(pi))","log10(genome.size)","-1.85945562194848","0.264958560463448","-7.01791109785638","3.74995368090936e-10"
52,"scale(log10(pi))","log10(height_final)","0.138227742498129","0.156860401115893","0.881215026321413","0.380497845848616"
52,"scale(log10(pi))","Mating.systemoutcrossing","0.212306120640713","0.0936559782604301","2.26687206288477","0.0257407812234181"
52,"scale(log10(pi))","Generation.timenot
annual","0.431628099140962","0.241828651245855","1.78485095507623","0.0775814978066505"
52,"scale(log10(pi))","cultivation.statuswild","0.155814756164115","0.142121603740436","1.09634814175534","0.275787999355489"
53,"scale(jac)","(Intercept)","40.6836587802423","4.14045410315471","9.82589294957877","4.44089209850063e-16"
53,"scale(jac)","log10(genome.size)","-4.65890861603046","0.436534266047481","-10.6724923525791","0"
53,"scale(jac)","log10(height_final)","-0.759617023803614","0.258436413427322","-2.93928016462446","0.00415905342105494"
53,"scale(jac)","Mating.systemoutcrossing","0.304374201720818","0.154303539615267","1.97256785216808","0.0515471443318209"
53,"scale(jac)","Generation.timenot
annual","0.672038459168305","0.398426427876916","1.68673163261126","0.0950431975387036"
53,"scale(jac)","cultivation.statuswild","0.226087468131018","0.234153408252989","0.965552753717531","0.33679930925295"
54,"scale(bcd)","(Intercept)","47.8614177590991","4.73107900069791","10.1163852372871","0"
54,"scale(bcd)","log10(genome.size)","-5.43999143113814","0.49880473197583","-10.9060541779338","0"
54,"scale(bcd)","log10(height_final)","-0.746322573971078","0.295301688684363","-2.52732240474518","0.0132000280165134"
54,"scale(bcd)","Mating.systemoutcrossing","-0.300501304765874","0.176314534063045","-1.70434789373872","0.0916913006537992"
54,"scale(bcd)","Generation.timenot
annual","0.906722951378904","0.455260910829888","1.99165561946896","0.0493742158674264"
54,"scale(bcd)","cultivation.statuswild","0.343122119983358","0.267554776632713","1.28243690619802","0.20291131988764"
