assembly	chromosome
capsella_grandiflora	Scaffold5646
capsella_grandiflora	Scaffold5647
capsella_grandiflora	Scaffold5650
capsella_grandiflora	Scaffold566
capsella_grandiflora	Scaffold5667
capsella_grandiflora	Scaffold567
capsella_grandiflora	Scaffold5679
capsella_grandiflora	Scaffold568
capsella_grandiflora	Scaffold569
capsella_grandiflora	Scaffold570
capsella_grandiflora	Scaffold5711
capsella_grandiflora	Scaffold573
capsella_grandiflora	Scaffold5736
capsella_grandiflora	Scaffold5742
capsella_grandiflora	Scaffold575
capsella_grandiflora	Scaffold5751
capsella_grandiflora	Scaffold5760
capsella_grandiflora	Scaffold5770
capsella_grandiflora	Scaffold578
capsella_grandiflora	Scaffold5789
capsella_grandiflora	Scaffold5802
capsella_grandiflora	Scaffold5804
capsella_grandiflora	Scaffold5860
capsella_grandiflora	Scaffold5862
capsella_grandiflora	Scaffold5864
capsella_grandiflora	Scaffold5866
capsella_grandiflora	Scaffold5868
capsella_grandiflora	Scaffold5890
capsella_grandiflora	Scaffold5893
capsella_grandiflora	Scaffold5905
capsella_grandiflora	Scaffold592
capsella_grandiflora	Scaffold5928
capsella_grandiflora	Scaffold594
capsella_grandiflora	Scaffold5950
capsella_grandiflora	Scaffold5954
capsella_grandiflora	Scaffold5958
capsella_grandiflora	Scaffold5959
capsella_grandiflora	Scaffold596
capsella_grandiflora	Scaffold5961
capsella_grandiflora	Scaffold5983
capsella_grandiflora	Scaffold5994
capsella_grandiflora	Scaffold5996
capsella_grandiflora	Scaffold6008
capsella_grandiflora	Scaffold6011
capsella_grandiflora	Scaffold6013
capsella_grandiflora	Scaffold6016
capsella_grandiflora	Scaffold6019
capsella_grandiflora	Scaffold6020
capsella_grandiflora	Scaffold6029
capsella_grandiflora	Scaffold6031
capsella_grandiflora	Scaffold6034
capsella_grandiflora	Scaffold604
capsella_grandiflora	Scaffold6049
capsella_grandiflora	Scaffold605
capsella_grandiflora	Scaffold6054
capsella_grandiflora	Scaffold6055
capsella_grandiflora	Scaffold6066
capsella_grandiflora	Scaffold608
capsella_grandiflora	Scaffold609
capsella_grandiflora	Scaffold6093
capsella_grandiflora	Scaffold61
capsella_grandiflora	Scaffold6103
capsella_grandiflora	Scaffold6119
capsella_grandiflora	Scaffold612
capsella_grandiflora	Scaffold6122
capsella_grandiflora	Scaffold613
capsella_grandiflora	Scaffold6133
capsella_grandiflora	Scaffold6152
capsella_grandiflora	Scaffold6159
capsella_grandiflora	Scaffold6160
capsella_grandiflora	Scaffold6164
capsella_grandiflora	Scaffold6165
capsella_grandiflora	Scaffold6169
capsella_grandiflora	Scaffold6170
capsella_grandiflora	Scaffold6177
capsella_grandiflora	Scaffold618
capsella_grandiflora	Scaffold6181
capsella_grandiflora	Scaffold6186
capsella_grandiflora	Scaffold6195
capsella_grandiflora	Scaffold6197
capsella_grandiflora	Scaffold62
capsella_grandiflora	Scaffold6204
capsella_grandiflora	Scaffold6206
capsella_grandiflora	Scaffold6207
capsella_grandiflora	Scaffold6211
capsella_grandiflora	Scaffold622
capsella_grandiflora	Scaffold6233
capsella_grandiflora	Scaffold6245
capsella_grandiflora	Scaffold6251
capsella_grandiflora	Scaffold6254
capsella_grandiflora	Scaffold6263
capsella_grandiflora	Scaffold627
capsella_grandiflora	Scaffold6273
capsella_grandiflora	Scaffold628
capsella_grandiflora	Scaffold6284
capsella_grandiflora	Scaffold6286
capsella_grandiflora	Scaffold6288
capsella_grandiflora	Scaffold629
capsella_grandiflora	Scaffold6296
capsella_grandiflora	Scaffold630
capsella_grandiflora	Scaffold6304
capsella_grandiflora	Scaffold6307
capsella_grandiflora	Scaffold631
capsella_grandiflora	Scaffold6310
capsella_grandiflora	Scaffold6314
capsella_grandiflora	Scaffold6321
capsella_grandiflora	Scaffold6327
capsella_grandiflora	Scaffold6333
capsella_grandiflora	Scaffold6345
capsella_grandiflora	Scaffold6347
capsella_grandiflora	Scaffold635
capsella_grandiflora	Scaffold6357
capsella_grandiflora	Scaffold6362
capsella_grandiflora	Scaffold6365
capsella_grandiflora	Scaffold6368
capsella_grandiflora	Scaffold6369
capsella_grandiflora	Scaffold6371
capsella_grandiflora	Scaffold6372
capsella_grandiflora	Scaffold6378
capsella_grandiflora	Scaffold6388
capsella_grandiflora	Scaffold639
capsella_grandiflora	Scaffold6396
capsella_grandiflora	Scaffold6399
capsella_grandiflora	Scaffold64
capsella_grandiflora	Scaffold6400
capsella_grandiflora	Scaffold6403
capsella_grandiflora	Scaffold6414
capsella_grandiflora	Scaffold6415
capsella_grandiflora	Scaffold6420
capsella_grandiflora	Scaffold643
capsella_grandiflora	Scaffold6431
capsella_grandiflora	Scaffold6444
capsella_grandiflora	Scaffold645
capsella_grandiflora	Scaffold6456
capsella_grandiflora	Scaffold6467
capsella_grandiflora	Scaffold647
capsella_grandiflora	Scaffold6481
capsella_grandiflora	Scaffold649
capsella_grandiflora	Scaffold6493
capsella_grandiflora	Scaffold6496
capsella_grandiflora	Scaffold650
capsella_grandiflora	Scaffold6500
capsella_grandiflora	Scaffold6508
capsella_grandiflora	Scaffold6515
capsella_grandiflora	Scaffold6520
capsella_grandiflora	Scaffold6539
capsella_grandiflora	Scaffold6571
capsella_grandiflora	Scaffold6575
capsella_grandiflora	Scaffold6594
capsella_grandiflora	Scaffold6603
capsella_grandiflora	Scaffold6612
capsella_grandiflora	Scaffold6617
capsella_grandiflora	Scaffold6622
capsella_grandiflora	Scaffold6624
capsella_grandiflora	Scaffold6631
capsella_grandiflora	Scaffold664
capsella_grandiflora	Scaffold6641
capsella_grandiflora	Scaffold6642
capsella_grandiflora	Scaffold6651
capsella_grandiflora	Scaffold6652
capsella_grandiflora	Scaffold6657
capsella_grandiflora	Scaffold666
capsella_grandiflora	Scaffold6664
capsella_grandiflora	Scaffold6673
capsella_grandiflora	Scaffold6677
capsella_grandiflora	Scaffold6692
capsella_grandiflora	Scaffold6704
capsella_grandiflora	Scaffold6712
capsella_grandiflora	Scaffold6722
capsella_grandiflora	Scaffold673
capsella_grandiflora	Scaffold6731
capsella_grandiflora	Scaffold6738
capsella_grandiflora	Scaffold6745
capsella_grandiflora	Scaffold6748
capsella_grandiflora	Scaffold6757
capsella_grandiflora	Scaffold6767
capsella_grandiflora	Scaffold6777
capsella_grandiflora	Scaffold6781
capsella_grandiflora	Scaffold6783
capsella_grandiflora	Scaffold6788
capsella_grandiflora	Scaffold68
capsella_grandiflora	Scaffold6814
capsella_grandiflora	Scaffold682
capsella_grandiflora	Scaffold683
capsella_grandiflora	Scaffold6833
capsella_grandiflora	Scaffold6836
capsella_grandiflora	Scaffold6839
capsella_grandiflora	Scaffold684
capsella_grandiflora	Scaffold6845
capsella_grandiflora	Scaffold6849
capsella_grandiflora	Scaffold6857
capsella_grandiflora	Scaffold686
capsella_grandiflora	Scaffold6863
capsella_grandiflora	Scaffold6865
capsella_grandiflora	Scaffold6891
capsella_grandiflora	Scaffold69
capsella_grandiflora	Scaffold690
capsella_grandiflora	Scaffold691
capsella_grandiflora	Scaffold6925
capsella_grandiflora	Scaffold6931
capsella_grandiflora	Scaffold6942
capsella_grandiflora	Scaffold6943
capsella_grandiflora	Scaffold6946
capsella_grandiflora	Scaffold6952
capsella_grandiflora	Scaffold6972
capsella_grandiflora	Scaffold698
capsella_grandiflora	Scaffold6981
capsella_grandiflora	Scaffold6989
capsella_grandiflora	Scaffold6994
capsella_grandiflora	Scaffold6999
capsella_grandiflora	Scaffold7
capsella_grandiflora	Scaffold7002
capsella_grandiflora	Scaffold7008
capsella_grandiflora	Scaffold701
capsella_grandiflora	Scaffold7018
capsella_grandiflora	Scaffold7028
capsella_grandiflora	Scaffold7035
capsella_grandiflora	Scaffold7042
capsella_grandiflora	Scaffold7048
capsella_grandiflora	Scaffold7053
capsella_grandiflora	Scaffold7055
capsella_grandiflora	Scaffold706
capsella_grandiflora	Scaffold7066
capsella_grandiflora	Scaffold7079
capsella_grandiflora	Scaffold7082
capsella_grandiflora	Scaffold7084
capsella_grandiflora	Scaffold7090
capsella_grandiflora	Scaffold7094
capsella_grandiflora	Scaffold7100
capsella_grandiflora	Scaffold7102
capsella_grandiflora	Scaffold712
capsella_grandiflora	Scaffold7127
capsella_grandiflora	Scaffold7134
capsella_grandiflora	Scaffold7138
capsella_grandiflora	Scaffold7148
capsella_grandiflora	Scaffold7149
capsella_grandiflora	Scaffold7154
capsella_grandiflora	Scaffold7156
capsella_grandiflora	Scaffold716
capsella_grandiflora	Scaffold7160
capsella_grandiflora	Scaffold7167
capsella_grandiflora	Scaffold7169
capsella_grandiflora	Scaffold7184
capsella_grandiflora	Scaffold7199
capsella_grandiflora	Scaffold720
capsella_grandiflora	Scaffold7213
capsella_grandiflora	Scaffold7220
capsella_grandiflora	Scaffold7222
capsella_grandiflora	Scaffold7229
capsella_grandiflora	Scaffold7234
capsella_grandiflora	Scaffold7242
capsella_grandiflora	Scaffold7245
capsella_grandiflora	Scaffold7247
capsella_grandiflora	Scaffold7250
capsella_grandiflora	Scaffold7254
capsella_grandiflora	Scaffold726
capsella_grandiflora	Scaffold7275
capsella_grandiflora	Scaffold7280
capsella_grandiflora	Scaffold7286
capsella_grandiflora	Scaffold7290
capsella_grandiflora	Scaffold7308
capsella_grandiflora	Scaffold7309
capsella_grandiflora	Scaffold7320
capsella_grandiflora	Scaffold7352
capsella_grandiflora	Scaffold7354
capsella_grandiflora	Scaffold7355
capsella_grandiflora	Scaffold736
capsella_grandiflora	Scaffold7365
capsella_grandiflora	Scaffold7393
capsella_grandiflora	Scaffold7395
capsella_grandiflora	Scaffold7397
capsella_grandiflora	Scaffold7410
capsella_grandiflora	Scaffold7414
capsella_grandiflora	Scaffold7423
capsella_grandiflora	Scaffold745
capsella_grandiflora	Scaffold7454
capsella_grandiflora	Scaffold7455
capsella_grandiflora	Scaffold7458
capsella_grandiflora	Scaffold747
capsella_grandiflora	Scaffold7474
capsella_grandiflora	Scaffold7477
capsella_grandiflora	Scaffold7484
capsella_grandiflora	Scaffold7487
capsella_grandiflora	Scaffold7504
capsella_grandiflora	Scaffold751
capsella_grandiflora	Scaffold7519
capsella_grandiflora	Scaffold7520
capsella_grandiflora	Scaffold7524
capsella_grandiflora	Scaffold7526
capsella_grandiflora	Scaffold7529
capsella_grandiflora	Scaffold753
capsella_grandiflora	Scaffold7534
capsella_grandiflora	Scaffold757
capsella_grandiflora	Scaffold7570
capsella_grandiflora	Scaffold7592
capsella_grandiflora	Scaffold7597
capsella_grandiflora	Scaffold76
capsella_grandiflora	Scaffold7607
capsella_grandiflora	Scaffold7611
capsella_grandiflora	Scaffold7623
capsella_grandiflora	Scaffold764
capsella_grandiflora	Scaffold7654
capsella_grandiflora	Scaffold7658
capsella_grandiflora	Scaffold7662
capsella_grandiflora	Scaffold7663
capsella_grandiflora	Scaffold7671
capsella_grandiflora	Scaffold7672
capsella_grandiflora	Scaffold769
capsella_grandiflora	Scaffold7690
capsella_grandiflora	Scaffold77
capsella_grandiflora	Scaffold7712
capsella_grandiflora	Scaffold7717
capsella_grandiflora	Scaffold7718
capsella_grandiflora	Scaffold7720
capsella_grandiflora	Scaffold7728
capsella_grandiflora	Scaffold775
capsella_grandiflora	Scaffold7750
capsella_grandiflora	Scaffold7760
capsella_grandiflora	Scaffold7780
capsella_grandiflora	Scaffold7783
capsella_grandiflora	Scaffold7786
capsella_grandiflora	Scaffold779
capsella_grandiflora	Scaffold7790
capsella_grandiflora	Scaffold7793
capsella_grandiflora	Scaffold7796
capsella_grandiflora	Scaffold7809
capsella_grandiflora	Scaffold7848
capsella_grandiflora	Scaffold7852
capsella_grandiflora	Scaffold7857
capsella_grandiflora	Scaffold7862
capsella_grandiflora	Scaffold7865
capsella_grandiflora	Scaffold7868
capsella_grandiflora	Scaffold787
capsella_grandiflora	Scaffold7874
capsella_grandiflora	Scaffold7888
capsella_grandiflora	Scaffold7911
capsella_grandiflora	Scaffold7917
capsella_grandiflora	Scaffold792
capsella_grandiflora	Scaffold7937
capsella_grandiflora	Scaffold7942
capsella_grandiflora	Scaffold796
capsella_grandiflora	Scaffold7974
capsella_grandiflora	Scaffold7982
capsella_grandiflora	Scaffold7985
capsella_grandiflora	Scaffold799
capsella_grandiflora	Scaffold7993
capsella_grandiflora	Scaffold7999
capsella_grandiflora	Scaffold80
capsella_grandiflora	Scaffold8003
capsella_grandiflora	Scaffold8004
capsella_grandiflora	Scaffold8005
capsella_grandiflora	Scaffold802
capsella_grandiflora	Scaffold8024
capsella_grandiflora	Scaffold804
capsella_grandiflora	Scaffold8040
capsella_grandiflora	Scaffold8041
capsella_grandiflora	Scaffold805
capsella_grandiflora	Scaffold8059
capsella_grandiflora	Scaffold8062
capsella_grandiflora	Scaffold8065
capsella_grandiflora	Scaffold807
capsella_grandiflora	Scaffold8074
capsella_grandiflora	Scaffold808
capsella_grandiflora	Scaffold8085
capsella_grandiflora	Scaffold81
capsella_grandiflora	Scaffold8102
capsella_grandiflora	Scaffold8111
capsella_grandiflora	Scaffold8114
capsella_grandiflora	Scaffold8115
capsella_grandiflora	Scaffold812
capsella_grandiflora	Scaffold8123
capsella_grandiflora	Scaffold8130
capsella_grandiflora	Scaffold8153
capsella_grandiflora	Scaffold8157
capsella_grandiflora	Scaffold8164
capsella_grandiflora	Scaffold818
capsella_grandiflora	Scaffold8182
capsella_grandiflora	Scaffold8193
capsella_grandiflora	Scaffold8195
capsella_grandiflora	Scaffold820
capsella_grandiflora	Scaffold8204
capsella_grandiflora	Scaffold8209
capsella_grandiflora	Scaffold821
capsella_grandiflora	Scaffold8219
capsella_grandiflora	Scaffold823
capsella_grandiflora	Scaffold824
capsella_grandiflora	Scaffold8248
capsella_grandiflora	Scaffold8250
capsella_grandiflora	Scaffold8264
capsella_grandiflora	Scaffold8274
capsella_grandiflora	Scaffold828
capsella_grandiflora	Scaffold8284
capsella_grandiflora	Scaffold8285
capsella_grandiflora	Scaffold8287
capsella_grandiflora	Scaffold83
capsella_grandiflora	Scaffold8306
capsella_grandiflora	Scaffold8309
capsella_grandiflora	Scaffold8316
capsella_grandiflora	Scaffold8320
capsella_grandiflora	Scaffold8326
capsella_grandiflora	Scaffold8333
capsella_grandiflora	Scaffold834
capsella_grandiflora	Scaffold8346
capsella_grandiflora	Scaffold836
capsella_grandiflora	Scaffold8367
capsella_grandiflora	Scaffold8369
capsella_grandiflora	Scaffold8372
capsella_grandiflora	Scaffold839
capsella_grandiflora	Scaffold84
capsella_grandiflora	Scaffold8400
capsella_grandiflora	Scaffold8404
capsella_grandiflora	Scaffold8407
capsella_grandiflora	Scaffold8415
capsella_grandiflora	Scaffold8418
capsella_grandiflora	Scaffold8436
capsella_grandiflora	Scaffold844
capsella_grandiflora	Scaffold8440
capsella_grandiflora	Scaffold8444
capsella_grandiflora	Scaffold8452
capsella_grandiflora	Scaffold8457
capsella_grandiflora	Scaffold846
capsella_grandiflora	Scaffold8466
capsella_grandiflora	Scaffold8472
capsella_grandiflora	Scaffold8477
capsella_grandiflora	Scaffold8496
capsella_grandiflora	Scaffold851
capsella_grandiflora	Scaffold8516
capsella_grandiflora	Scaffold853
capsella_grandiflora	Scaffold8545
capsella_grandiflora	Scaffold8551
capsella_grandiflora	Scaffold8556
capsella_grandiflora	Scaffold8559
capsella_grandiflora	Scaffold8563
capsella_grandiflora	Scaffold8568
capsella_grandiflora	Scaffold8571
capsella_grandiflora	Scaffold8575
capsella_grandiflora	Scaffold8576
capsella_grandiflora	Scaffold8583
capsella_grandiflora	Scaffold8586
capsella_grandiflora	Scaffold86
capsella_grandiflora	Scaffold860
capsella_grandiflora	Scaffold8619
capsella_grandiflora	Scaffold8623
capsella_grandiflora	Scaffold863
capsella_grandiflora	Scaffold8630
capsella_grandiflora	Scaffold8632
capsella_grandiflora	Scaffold8635
capsella_grandiflora	Scaffold8641
capsella_grandiflora	Scaffold8649
capsella_grandiflora	Scaffold8652
capsella_grandiflora	Scaffold8658
capsella_grandiflora	Scaffold866
capsella_grandiflora	Scaffold8690
capsella_grandiflora	Scaffold8694
capsella_grandiflora	Scaffold8698
capsella_grandiflora	Scaffold8707
capsella_grandiflora	Scaffold8714
capsella_grandiflora	Scaffold873
capsella_grandiflora	Scaffold876
capsella_grandiflora	Scaffold8766
capsella_grandiflora	Scaffold8772
capsella_grandiflora	Scaffold8775
capsella_grandiflora	Scaffold8776
capsella_grandiflora	Scaffold878
capsella_grandiflora	Scaffold8807
capsella_grandiflora	Scaffold882
capsella_grandiflora	Scaffold8839
capsella_grandiflora	Scaffold884
capsella_grandiflora	Scaffold8854
capsella_grandiflora	Scaffold887
capsella_grandiflora	Scaffold8874
capsella_grandiflora	Scaffold8879
capsella_grandiflora	Scaffold888
capsella_grandiflora	Scaffold8888
capsella_grandiflora	Scaffold889
capsella_grandiflora	Scaffold8897
capsella_grandiflora	Scaffold8904
capsella_grandiflora	Scaffold891
capsella_grandiflora	Scaffold8911
capsella_grandiflora	Scaffold8915
capsella_grandiflora	Scaffold8920
capsella_grandiflora	Scaffold8922
capsella_grandiflora	Scaffold8929
capsella_grandiflora	Scaffold894
capsella_grandiflora	Scaffold8940
capsella_grandiflora	Scaffold8942
capsella_grandiflora	Scaffold8966
capsella_grandiflora	Scaffold8967
capsella_grandiflora	Scaffold897
capsella_grandiflora	Scaffold8986
capsella_grandiflora	Scaffold8994
capsella_grandiflora	Scaffold8996
capsella_grandiflora	Scaffold90
capsella_grandiflora	Scaffold9005
capsella_grandiflora	Scaffold9017
capsella_grandiflora	Scaffold9021
capsella_grandiflora	Scaffold9027
capsella_grandiflora	Scaffold906
capsella_grandiflora	Scaffold9063
capsella_grandiflora	Scaffold9070
capsella_grandiflora	Scaffold9074
capsella_grandiflora	Scaffold908
capsella_grandiflora	Scaffold909
capsella_grandiflora	Scaffold910
capsella_grandiflora	Scaffold9104
capsella_grandiflora	Scaffold9112
capsella_grandiflora	Scaffold9128
capsella_grandiflora	Scaffold914
capsella_grandiflora	Scaffold9143
capsella_grandiflora	Scaffold9148
capsella_grandiflora	Scaffold9162
capsella_grandiflora	Scaffold9163
capsella_grandiflora	Scaffold917
capsella_grandiflora	Scaffold9172
capsella_grandiflora	Scaffold9196
capsella_grandiflora	Scaffold9209
capsella_grandiflora	Scaffold9217
capsella_grandiflora	Scaffold922
capsella_grandiflora	Scaffold9228
capsella_grandiflora	Scaffold9244
capsella_grandiflora	Scaffold9245
capsella_grandiflora	Scaffold925
capsella_grandiflora	Scaffold926
capsella_grandiflora	Scaffold9281
capsella_grandiflora	Scaffold9298
capsella_grandiflora	Scaffold931
capsella_grandiflora	Scaffold932
capsella_grandiflora	Scaffold9323
capsella_grandiflora	Scaffold9327
capsella_grandiflora	Scaffold9332
capsella_grandiflora	Scaffold9338
capsella_grandiflora	Scaffold9348
capsella_grandiflora	Scaffold9356
capsella_grandiflora	Scaffold9361
capsella_grandiflora	Scaffold9380
capsella_grandiflora	Scaffold9388
capsella_grandiflora	Scaffold9392
capsella_grandiflora	Scaffold9398
capsella_grandiflora	Scaffold94
capsella_grandiflora	Scaffold9415
capsella_grandiflora	Scaffold9419
capsella_grandiflora	Scaffold9428
capsella_grandiflora	Scaffold943
capsella_grandiflora	Scaffold9440
capsella_grandiflora	Scaffold9457
capsella_grandiflora	Scaffold9458
capsella_grandiflora	Scaffold946
capsella_grandiflora	Scaffold9490
capsella_grandiflora	Scaffold9498
capsella_grandiflora	Scaffold9501
capsella_grandiflora	Scaffold951
capsella_grandiflora	Scaffold9514
capsella_grandiflora	Scaffold952
capsella_grandiflora	Scaffold9536
capsella_grandiflora	Scaffold9553
capsella_grandiflora	Scaffold9559
capsella_grandiflora	Scaffold9562
capsella_grandiflora	Scaffold9566
capsella_grandiflora	Scaffold9568
capsella_grandiflora	Scaffold9571
capsella_grandiflora	Scaffold9577
capsella_grandiflora	Scaffold959
capsella_grandiflora	Scaffold9593
capsella_grandiflora	Scaffold9598
capsella_grandiflora	Scaffold96
capsella_grandiflora	Scaffold9601
capsella_grandiflora	Scaffold9611
capsella_grandiflora	Scaffold9616
capsella_grandiflora	Scaffold9632
capsella_grandiflora	Scaffold964
capsella_grandiflora	Scaffold965
capsella_grandiflora	Scaffold9655
capsella_grandiflora	Scaffold9666
capsella_grandiflora	Scaffold9677
capsella_grandiflora	Scaffold9680
capsella_grandiflora	Scaffold9686
capsella_grandiflora	Scaffold9689
capsella_grandiflora	Scaffold9701
capsella_grandiflora	Scaffold9709
capsella_grandiflora	Scaffold972
capsella_grandiflora	Scaffold9728
capsella_grandiflora	Scaffold9729
capsella_grandiflora	Scaffold9730
capsella_grandiflora	Scaffold9757
capsella_grandiflora	Scaffold9781
capsella_grandiflora	Scaffold9783
capsella_grandiflora	Scaffold9785
capsella_grandiflora	Scaffold9801
capsella_grandiflora	Scaffold981
capsella_grandiflora	Scaffold982
capsella_grandiflora	Scaffold985
capsella_grandiflora	Scaffold9861
capsella_grandiflora	Scaffold99
capsella_grandiflora	Scaffold990
capsella_grandiflora	Scaffold9908
capsella_grandiflora	Scaffold993
capsella_grandiflora	Scaffold9939
capsella_grandiflora	Scaffold9941
capsella_grandiflora	Scaffold9944
capsella_grandiflora	Scaffold995
capsella_grandiflora	Scaffold9954
capsella_grandiflora	Scaffold996
capsella_grandiflora	Scaffold9972
capsella_grandiflora	Scaffold998
capsella_rubella	scaffold1
capsella_rubella	scaffold10
capsella_rubella	scaffold101
capsella_rubella	scaffold106
capsella_rubella	scaffold108
capsella_rubella	scaffold109
capsella_rubella	scaffold11
capsella_rubella	scaffold117
capsella_rubella	scaffold119
capsella_rubella	scaffold12
capsella_rubella	scaffold120
capsella_rubella	scaffold124
capsella_rubella	scaffold127
capsella_rubella	scaffold13
capsella_rubella	scaffold130
capsella_rubella	scaffold131
capsella_rubella	scaffold132
capsella_rubella	scaffold133
capsella_rubella	scaffold135
capsella_rubella	scaffold137
capsella_rubella	scaffold14
capsella_rubella	scaffold141
capsella_rubella	scaffold143
capsella_rubella	scaffold145
capsella_rubella	scaffold148
capsella_rubella	scaffold149
capsella_rubella	scaffold15
capsella_rubella	scaffold151
capsella_rubella	scaffold153
capsella_rubella	scaffold16
capsella_rubella	scaffold162
capsella_rubella	scaffold168
capsella_rubella	scaffold17
capsella_rubella	scaffold170
capsella_rubella	scaffold172
capsella_rubella	scaffold175
capsella_rubella	scaffold18
capsella_rubella	scaffold183
capsella_rubella	scaffold187
capsella_rubella	scaffold188
capsella_rubella	scaffold192
capsella_rubella	scaffold193
capsella_rubella	scaffold194
capsella_rubella	scaffold196
capsella_rubella	scaffold2
capsella_rubella	scaffold20
capsella_rubella	scaffold200
capsella_rubella	scaffold201
capsella_rubella	scaffold203
capsella_rubella	scaffold210
capsella_rubella	scaffold211
capsella_rubella	scaffold218
capsella_rubella	scaffold219
capsella_rubella	scaffold222
capsella_rubella	scaffold223
capsella_rubella	scaffold224
capsella_rubella	scaffold225
capsella_rubella	scaffold227
capsella_rubella	scaffold229
capsella_rubella	scaffold230
capsella_rubella	scaffold235
capsella_rubella	scaffold236
capsella_rubella	scaffold238
capsella_rubella	scaffold24
capsella_rubella	scaffold240
capsella_rubella	scaffold245
capsella_rubella	scaffold246
capsella_rubella	scaffold247
capsella_rubella	scaffold25
capsella_rubella	scaffold250
capsella_rubella	scaffold251
capsella_rubella	scaffold254
capsella_rubella	scaffold257
capsella_rubella	scaffold258
capsella_rubella	scaffold26
capsella_rubella	scaffold261
capsella_rubella	scaffold263
capsella_rubella	scaffold267
capsella_rubella	scaffold27
capsella_rubella	scaffold278
capsella_rubella	scaffold28
capsella_rubella	scaffold281
capsella_rubella	scaffold283
capsella_rubella	scaffold285
capsella_rubella	scaffold29
capsella_rubella	scaffold297
capsella_rubella	scaffold3
capsella_rubella	scaffold30
capsella_rubella	scaffold300
capsella_rubella	scaffold313
capsella_rubella	scaffold320
capsella_rubella	scaffold322
capsella_rubella	scaffold327
capsella_rubella	scaffold33
capsella_rubella	scaffold330
capsella_rubella	scaffold333
capsella_rubella	scaffold336
capsella_rubella	scaffold339
capsella_rubella	scaffold345
capsella_rubella	scaffold347
capsella_rubella	scaffold350
capsella_rubella	scaffold353
capsella_rubella	scaffold356
capsella_rubella	scaffold36
capsella_rubella	scaffold360
capsella_rubella	scaffold370
capsella_rubella	scaffold4
capsella_rubella	scaffold40
capsella_rubella	scaffold407
capsella_rubella	scaffold427
capsella_rubella	scaffold43
capsella_rubella	scaffold45
capsella_rubella	scaffold46
capsella_rubella	scaffold48
capsella_rubella	scaffold5
capsella_rubella	scaffold516
capsella_rubella	scaffold53
capsella_rubella	scaffold549
capsella_rubella	scaffold55
capsella_rubella	scaffold555
capsella_rubella	scaffold56
capsella_rubella	scaffold57
capsella_rubella	scaffold571
capsella_rubella	scaffold6
capsella_rubella	scaffold66
capsella_rubella	scaffold7
capsella_rubella	scaffold72
capsella_rubella	scaffold73
capsella_rubella	scaffold76
capsella_rubella	scaffold763
capsella_rubella	scaffold77
capsella_rubella	scaffold8
capsella_rubella	scaffold9
capsella_rubella	scaffold93
capsella_rubella	scaffold95
capsella_rubella	scaffold99
coffea_arabica	NC008535.1
coffea_arabica	NC039898.1
coffea_arabica	NC039899.1
coffea_arabica	NC039900.1
coffea_arabica	NC039901.1
coffea_arabica	NC039902.1
coffea_arabica	NC039903.1
coffea_arabica	NC039904.1
coffea_arabica	NC039905.1
coffea_arabica	NC039906.1
coffea_arabica	NC039907.1
coffea_arabica	NC039908.1
coffea_arabica	NC039909.1
coffea_arabica	NC039910.1
coffea_arabica	NC039911.1
coffea_arabica	NC039912.1
coffea_arabica	NC039913.1
coffea_arabica	NC039914.1
coffea_arabica	NC039915.1
coffea_arabica	NC039916.1
coffea_arabica	NC039917.1
coffea_arabica	NC039918.1
coffea_arabica	NC039919.1
coffea_arabica	NW020848446.1
coffea_arabica	NW020848449.1
coffea_arabica	NW020848451.1
coffea_arabica	NW020848452.1
coffea_arabica	NW020848454.1
coffea_arabica	NW020848463.1
coffea_arabica	NW020848471.1
coffea_arabica	NW020848476.1
coffea_arabica	NW020848488.1
coffea_arabica	NW020848502.1
coffea_arabica	NW020848523.1
coffea_arabica	NW020848531.1
coffea_arabica	NW020848532.1
coffea_arabica	NW020848547.1
coffea_arabica	NW020848550.1
coffea_arabica	NW020848560.1
coffea_arabica	NW020848566.1
coffea_arabica	NW020848574.1
coffea_arabica	NW020848577.1
coffea_arabica	NW020848580.1
coffea_arabica	NW020848585.1
coffea_arabica	NW020848590.1
coffea_arabica	NW020848591.1
coffea_arabica	NW020848602.1
coffea_arabica	NW020848604.1
coffea_arabica	NW020848609.1
coffea_arabica	NW020848615.1
coffea_arabica	NW020848619.1
coffea_arabica	NW020848622.1
coffea_arabica	NW020848625.1
coffea_arabica	NW020848626.1
coffea_arabica	NW020848631.1
coffea_arabica	NW020848633.1
coffea_arabica	NW020848634.1
coffea_arabica	NW020848637.1
coffea_arabica	NW020848641.1
coffea_arabica	NW020848649.1
coffea_arabica	NW020848652.1
coffea_arabica	NW020848654.1
coffea_arabica	NW020848659.1
coffea_arabica	NW020848665.1
coffea_arabica	NW020848666.1
coffea_arabica	NW020848667.1
coffea_arabica	NW020848671.1
coffea_arabica	NW020848681.1
coffea_arabica	NW020848687.1
coffea_arabica	NW020848694.1
coffea_arabica	NW020848702.1
coffea_arabica	NW020848728.1
coffea_arabica	NW020848750.1
coffea_arabica	NW020848751.1
coffea_arabica	NW020848755.1
coffea_arabica	NW020848775.1
coffea_arabica	NW020848786.1
coffea_arabica	NW020848787.1
coffea_arabica	NW020848792.1
coffea_arabica	NW020848799.1
coffea_arabica	NW020848814.1
coffea_arabica	NW020848817.1
coffea_arabica	NW020848820.1
coffea_arabica	NW020848821.1
coffea_arabica	NW020848865.1
coffea_arabica	NW020848872.1
