Sample	Passed Filter	Low Quality	Too Many N	Too short
SRR1945688_1	37740156.0	7203164.0	1028908.0	0.0
SRR1945689_1	48699754.0	7061068.0	452322.0	0.0
SRR1945690_1	74240336.0	6504170.0	9256.0	0.0
SRR1945691_1	48962592.0	7954960.0	7774.0	0.0
SRR1945692_1	45542162.0	9723708.0	8048.0	0.0
SRR1945693_1	69635592.0	4825736.0	9574.0	0.0
SRR1945694_1	55806520.0	3386984.0	68508.0	0.0
SRR1945695_1	61390952.0	3669380.0	68850.0	0.0
SRR1945696_1	54152248.0	4619106.0	64890.0	0.0
SRR1945697_1	72250354.0	5860308.0	17024.0	0.0
SRR1945698_1	41896356.0	9329840.0	24300.0	0.0
SRR1945699_1	58098182.0	3267570.0	70536.0	0.0
SRR1945700_1	30647470.0	789376.0	20224.0	0.0
SRR1945701_1	34164338.0	9090678.0	2114.0	0.0
SRR1945702_1	52597424.0	2241254.0	60600.0	0.0
SRR1945703_1	80959234.0	7200784.0	8540.0	0.0
SRR1945704_1	55377328.0	10436360.0	90042.0	0.0
SRR1945705_1	57605526.0	9698726.0	64286.0	0.0
SRR1945706_1	110568202.0	5246648.0	133688.0	0.0
SRR1945707_1	58183986.0	14623544.0	14950.0	0.0
SRR1945708_1	41977692.0	13731662.0	8320.0	0.0
SRR1945709_1	74189090.0	6613752.0	6422.0	0.0
SRR1945710_1	56584940.0	3012054.0	73232.0	0.0
SRR1945711_1	76034366.0	1477736.0	54672.0	0.0
SRR1945712_1	137918760.0	10286656.0	348166.0	0.0
SRR1945713_1	79108524.0	3960648.0	612634.0	0.0
SRR1945714_1	152754042.0	12280576.0	27172.0	0.0
SRR1945715_1	31695402.0	7854550.0	172124.0	0.0
SRR1945716_1	27538718.0	597840.0	20866.0	0.0
SRR1945717_1	21581872.0	1144694.0	10106.0	0.0
SRR1945718_1	53743216.0	7330186.0	5778.0	0.0
SRR1945719_1	14313822.0	388638.0	9740.0	0.0
SRR1945720_1	53020816.0	2619938.0	60034.0	0.0
SRR1945721_1	31613054.0	7075870.0	894216.0	0.0
SRR1945722_1	15828826.0	3260746.0	5848.0	0.0
SRR1945723_1	25672512.0	6554078.0	11884.0	0.0
SRR1945724_1	40156162.0	4424200.0	20752.0	0.0
SRR1945725_1	36384434.0	1071268.0	322050.0	0.0
SRR1945726_1	44363724.0	5819010.0	4958.0	0.0
SRR1945727_1	21354600.0	2511434.0	8794.0	0.0
SRR1945728_1	48696762.0	3197528.0	54612.0	0.0
SRR1945729_1	165418146.0	15298090.0	419580.0	0.0
SRR1945730_1	123258254.0	9157026.0	330266.0	0.0
SRR1945731_1	133341248.0	9638886.0	32908.0	0.0
SRR1945732_1	1388352.0	10430788.0	27706074.0	0.0
SRR1945733_1	1437132.0	10973984.0	29718486.0	0.0
SRR1945734_1	1668238.0	10038284.0	30182098.0	0.0
SRR1945735_1	30709474.0	17231166.0	230792.0	0.0
SRR1945736_1	1354740.0	10507942.0	32231108.0	0.0
SRR1945737_1	1573922.0	12308286.0	31904626.0	0.0
SRR1945738_1	1322828.0	9012726.0	23314312.0	0.0
SRR1945739_1	19440688.0	2112094.0	14504.0	0.0
SRR1945740_1	66040192.0	486926.0	23964.0	0.0
SRR1945741_1	75644276.0	614266.0	27598.0	0.0
SRR1945742_1	1274268.0	9828400.0	25145914.0	0.0
SRR1945743_1	72057472.0	729118.0	12562.0	0.0
SRR1945744_1	73033058.0	592868.0	26490.0	0.0
SRR1945745_1	78966606.0	835864.0	13942.0	0.0
SRR1945746_1	86900534.0	692856.0	31652.0	0.0
SRR1945747_1	68400368.0	724188.0	11690.0	0.0
SRR1945748_1	108739770.0	866314.0	17320.0	0.0
SRR1945749_1	17454162.0	2823128.0	5144.0	0.0
SRR1945750_1	15302524.0	2157774.0	17334.0	0.0
SRR1945751_1	24679706.0	12195428.0	18026.0	0.0
SRR1945752_1	29802832.0	5103416.0	86642.0	0.0
SRR1945753_1	32627502.0	5784422.0	9486.0	0.0
SRR1945754_1	182449058.0	31053036.0	51552.0	0.0
SRR1945755_1	24460034.0	19346502.0	61834.0	0.0
SRR1945756_1	58897018.0	8976798.0	71486.0	0.0
SRR1945757_1	26162834.0	8463854.0	56906.0	0.0
SRR1945758_1	43326946.0	30239210.0	136816.0	0.0
SRR1945759_1	39015220.0	3325014.0	20548.0	0.0
SRR1945760_1	21112482.0	2843868.0	43412.0	0.0
SRR1945761_1	25371230.0	14688380.0	18590.0	0.0
SRR1945762_1	39116924.0	3481394.0	24538.0	0.0
SRR1945763_1	17273340.0	3309366.0	11786.0	0.0
SRR1945764_1	53978496.0	42009762.0	149156.0	0.0
SRR1945765_1	15444716.0	1776716.0	30234.0	0.0
SRR1945766_1	28300742.0	24987224.0	70686.0	0.0
SRR1945767_1	15774032.0	2104330.0	1002.0	0.0
SRR1945768_1	17204598.0	3187882.0	11518.0	0.0
SRR1945769_1	66457658.0	842436.0	26700.0	0.0
SRR1945770_1	19548238.0	3864608.0	13394.0	0.0
SRR1945771_1	19856548.0	4181512.0	15898.0	0.0
SRR1945772_1	51895106.0	2010272.0	22472.0	0.0
SRR1945773_1	115649374.0	84036618.0	314008.0	0.0
SRR1945774_1	28426060.0	3907000.0	14.0	0.0
SRR1945775_1	17494776.0	2886028.0	10232.0	0.0
SRR1945776_1	59143730.0	50225002.0	150988.0	0.0
SRR1945777_1	51129420.0	7452292.0	62418.0	0.0
SRR1945778_1	34757656.0	6001602.0	800.0	0.0
SRR1945779_1	17411354.0	2777154.0	10508.0	0.0
SRR1945780_1	29215824.0	4868878.0	8688.0	0.0
SRR1945781_1	13623992.0	30348774.0	23522.0	0.0
SRR1945782_1	26131048.0	2464042.0	89866.0	0.0
SRR1945783_1	36442502.0	26132064.0	114982.0	0.0
SRR1945784_1	23171998.0	20844726.0	58054.0	0.0
SRR1945785_1	24096420.0	2279514.0	81804.0	0.0
SRR1945786_1	16022864.0	1622646.0	572.0	0.0
SRR1945787_1	16408824.0	11861084.0	45150.0	0.0
SRR1945788_1	28387904.0	5087962.0	12674.0	0.0
SRR1945789_1	24952940.0	14975608.0	17610.0	0.0
SRR1945790_1	26820276.0	21363858.0	67818.0	0.0
SRR1945791_1	12956754.0	2192042.0	5616.0	0.0
SRR1945792_1	28267514.0	37614788.0	37390.0	0.0
SRR1945793_1	58974236.0	15257418.0	14186.0	0.0
SRR1945794_1	33819328.0	11437604.0	8554.0	0.0
SRR1945795_1	19051012.0	3969316.0	16884.0	0.0
SRR1945796_1	36276502.0	30137050.0	92284.0	0.0
SRR1945797_1	26119506.0	2459370.0	85792.0	0.0
SRR1945798_1	19148618.0	3810510.0	17366.0	0.0
SRR1945799_1	12168850.0	1354416.0	358.0	0.0
SRR1945800_1	26407122.0	2458348.0	92328.0	0.0
SRR1945801_1	24410544.0	3461902.0	50166.0	0.0
SRR1945802_1	14952040.0	2079470.0	17088.0	0.0
SRR1945803_1	16547028.0	2129188.0	19052.0	0.0
SRR1945804_1	22564304.0	2334948.0	16880.0	0.0
SRR1945805_1	18478428.0	2464668.0	21014.0	0.0
SRR1945806_1	18102762.0	2788134.0	5552.0	0.0
SRR1945807_1	16193162.0	1876982.0	32384.0	0.0
SRR1945808_1	88527692.0	14349360.0	25116.0	0.0
SRR1945809_1	18573310.0	2518944.0	3130.0	0.0
SRR1945810_1	17228256.0	2275396.0	2988.0	0.0
SRR1945811_1	18360744.0	2764598.0	20986.0	0.0
SRR1945812_1	101781002.0	15673334.0	29864.0	0.0
SRR1945813_1	18099418.0	2609372.0	3122.0	0.0
SRR1945814_1	21021318.0	3586952.0	394.0	0.0
SRR1945815_1	20462424.0	2249588.0	41264.0	0.0
SRR1945816_1	14930662.0	2037708.0	156.0	0.0
SRR1945817_1	15753712.0	10948366.0	43240.0	0.0
SRR1945818_1	28577780.0	3208150.0	58226.0	0.0
SRR1945819_1	54801736.0	3337082.0	123860.0	0.0
SRR1945820_1	27359510.0	3204464.0	54834.0	0.0
SRR1945821_1	31332790.0	3593534.0	63366.0	0.0
SRR1945822_1	56168924.0	5679260.0	9060.0	0.0
SRR1945823_1	18271626.0	2973008.0	3032.0	0.0
SRR1945824_1	48557378.0	2200848.0	10616.0	0.0
SRR1945825_1	11055972.0	1220044.0	22756.0	0.0
SRR1945826_1	20426682.0	3926048.0	13422.0	0.0
SRR1945827_1	16370896.0	1983386.0	184.0	0.0
SRR1945828_1	17177692.0	2638382.0	3418.0	0.0
SRR1945829_1	20085046.0	42013740.0	47682.0	0.0
SRR1945830_1	18948230.0	3597354.0	13070.0	0.0
SRR1945831_1	17548854.0	798978.0	7910.0	0.0
SRR1945832_1	16961188.0	2363826.0	19462.0	0.0
SRR1945833_1	113447570.0	18900734.0	32342.0	0.0
SRR1945834_1	15675488.0	2141886.0	17392.0	0.0
SRR1945835_1	16798702.0	2396472.0	19096.0	0.0
SRR1945836_1	16603402.0	2430700.0	2904.0	0.0
SRR1945837_1	16439926.0	1885876.0	194.0	0.0
SRR1945838_1	57887984.0	5047034.0	8842.0	0.0
SRR1945839_1	37322772.0	5164228.0	75706.0	0.0
SRR1945840_1	19007816.0	3780200.0	12764.0	0.0
SRR1945841_1	21225426.0	3951122.0	14390.0	0.0
SRR1945842_1	28085276.0	3167134.0	20744.0	0.0
SRR1945843_1	20371072.0	3983764.0	13788.0	0.0
SRR1945844_1	18501440.0	2336392.0	192.0	0.0
SRR1945845_1	29801986.0	3264066.0	61606.0	0.0
SRR1945846_1	18025984.0	2282734.0	228.0	0.0
SRR1945847_1	20288204.0	2172230.0	14916.0	0.0
SRR1945848_1	33295064.0	5457524.0	678.0	0.0
SRR1945849_1	19609034.0	2959474.0	392.0	0.0
SRR1945850_1	21666588.0	980162.0	9708.0	0.0
SRR1945851_1	15795436.0	1996916.0	18342.0	0.0
SRR1945852_1	10404200.0	24567592.0	22354.0	0.0
SRR1945853_1	15303924.0	1882196.0	30068.0	0.0
SRR1945854_1	16771614.0	3361408.0	11280.0	0.0
SRR1945855_1	17125862.0	2325708.0	7874.0	0.0
SRR1945856_1	19667470.0	2665454.0	9004.0	0.0
SRR1945857_1	19080980.0	3654532.0	12934.0	0.0
SRR1945858_1	19206018.0	2205924.0	38000.0	0.0
SRR1945859_1	18008886.0	2577146.0	8140.0	0.0
SRR1945860_1	64432742.0	8434454.0	78170.0	0.0
SRR1945861_1	54466704.0	3228686.0	6436.0	0.0
SRR1945862_1	18338834.0	2423306.0	34706.0	0.0
SRR1945863_1	35101394.0	5203076.0	70624.0	0.0
SRR1945864_1	57170464.0	7535728.0	69868.0	0.0
SRR1945865_1	31632264.0	3550382.0	64366.0	0.0
SRR1945866_1	17122156.0	2410034.0	35154.0	0.0
SRR1945867_1	165668746.0	29825078.0	32780.0	0.0
SRR1945868_1	35194704.0	4899868.0	72238.0	0.0
SRR1945869_1	45833556.0	3230182.0	10528.0	0.0
SRR1945870_1	19087276.0	3688318.0	17232.0	0.0
SRR1945871_1	16104520.0	1883106.0	31706.0	0.0
SRR1945872_1	15447018.0	1896716.0	29974.0	0.0
SRR1945873_1	19564404.0	934690.0	8874.0	0.0
SRR1945874_1	17135802.0	2025744.0	33682.0	0.0
SRR1945875_1	14825872.0	1960464.0	33874.0	0.0
SRR1945876_1	34612100.0	11209578.0	125270.0	0.0
SRR1945877_1	12340642.0	25619686.0	21442.0	0.0
SRR1945878_1	16053366.0	2062180.0	35668.0	0.0
SRR1945879_1	19306058.0	3013280.0	11478.0	0.0
SRR1945880_1	15067468.0	2720284.0	8692.0	0.0
SRR1945881_1	59112892.0	2984364.0	7732.0	0.0
SRR1945882_1	17639536.0	3500986.0	10190.0	0.0
SRR1945883_1	29603868.0	2865180.0	99542.0	0.0
SRR1945884_1	29637850.0	9569068.0	105396.0	0.0
SRR1945885_1	95178062.0	14856132.0	19354.0	0.0
SRR1945886_1	62335164.0	4395814.0	10006.0	0.0
SRR1945887_1	22296594.0	842702.0	10060.0	0.0
SRR1945888_1	15975184.0	3060736.0	9666.0	0.0
SRR1945889_1	18061870.0	2204120.0	236.0	0.0
SRR1945890_1	14991818.0	2798138.0	8754.0	0.0
SRR1945891_1	41690190.0	2525768.0	11880.0	0.0
SRR1945892_1	27738522.0	2524230.0	96980.0	0.0
SRR1945893_1	17193808.0	2040290.0	178.0	0.0
SRR1945894_1	14235304.0	2385868.0	8712.0	0.0
SRR1945895_1	11668954.0	1452158.0	92.0	0.0
SRR1945896_1	58184280.0	3392662.0	10928.0	0.0
SRR1945897_1	27789646.0	4712394.0	12190.0	0.0
SRR1945898_1	22316556.0	17337342.0	55740.0	0.0
SRR1945899_1	60170282.0	3633760.0	9980.0	0.0
SRR1945900_1	15479332.0	2597582.0	7020.0	0.0
