Sample	Passed Filter	Low Quality	Too Many N	Too short
SRR1945901_1	13457902.0	2339844.0	5874.0	0.0
SRR1945902_1	15335830.0	1745278.0	480.0	0.0
SRR1945903_1	30420078.0	2828842.0	104886.0	0.0
SRR1945904_1	14788070.0	2330594.0	6668.0	0.0
SRR1945905_1	9588568.0	1658110.0	4000.0	0.0
SRR1945906_1	23027334.0	1015118.0	10378.0	0.0
SRR1945907_1	22074322.0	4326714.0	20072.0	0.0
SRR1945908_1	15484602.0	2506268.0	6750.0	0.0
SRR1945909_1	22091502.0	3855482.0	9696.0	0.0
SRR1945910_1	17024648.0	1847938.0	610.0	0.0
SRR1945911_1	17743840.0	1879142.0	596.0	0.0
SRR1945912_1	17769484.0	1993542.0	506.0	0.0
SRR1945913_1	94331726.0	913062.0	16592.0	0.0
SRR1945914_1	62984060.0	563914.0	22786.0	0.0
SRR1945915_1	29957126.0	3722904.0	61534.0	0.0
SRR1945916_1	59271696.0	4676574.0	109414.0	0.0
SRR1945917_1	17941290.0	1875396.0	618.0	0.0
SRR1945918_1	15403656.0	2497066.0	6162.0	0.0
SRR1945919_1	9801602.0	1639284.0	4418.0	0.0
SRR1945920_1	29159722.0	2850560.0	100168.0	0.0
SRR1945921_1	18657422.0	1957122.0	642.0	0.0
SRR1945922_1	18362702.0	3693948.0	14698.0	0.0
SRR1945923_1	19320630.0	3737316.0	17634.0	0.0
SRR1945924_1	65389670.0	4833534.0	6526.0	0.0
SRR1945925_1	15619164.0	3061430.0	13374.0	0.0
SRR1945926_1	17234518.0	1860070.0	592.0	0.0
SRR1945927_1	60712646.0	4853630.0	9458.0	0.0
SRR1945928_1	49102738.0	3656272.0	9414.0	0.0
SRR1945929_1	30261528.0	3318686.0	61648.0	0.0
SRR1945930_1	56241366.0	3418736.0	3878.0	0.0
SRR1945931_1	17661494.0	807924.0	7924.0	0.0
SRR1945932_1	31680392.0	5218976.0	9376.0	0.0
SRR1945933_1	13885864.0	1752312.0	26364.0	0.0
SRR1945934_1	18353282.0	2395972.0	8816.0	0.0
SRR1945935_1	15360796.0	2656034.0	9068.0	0.0
SRR1945936_1	16936258.0	2580968.0	19168.0	0.0
SRR1945937_1	14661572.0	32084132.0	25968.0	0.0
SRR1945938_1	16343184.0	2750048.0	8562.0	0.0
SRR1945939_1	91354530.0	754892.0	16024.0	0.0
SRR1945940_1	21454676.0	925260.0	9518.0	0.0
SRR1945941_1	28827756.0	3054148.0	57438.0	0.0
SRR1945942_1	17135934.0	2158240.0	224.0	0.0
SRR1945943_1	35538654.0	5989354.0	28582.0	0.0
SRR1945944_1	21587746.0	15600474.0	15966.0	0.0
SRR1945945_1	20266234.0	3967690.0	18146.0	0.0
SRR1945946_1	45785354.0	42082030.0	115944.0	0.0
SRR1945947_1	10935658.0	1456640.0	22544.0	0.0
SRR1945948_1	28298960.0	20000456.0	88264.0	0.0
SRR1945949_1	73133906.0	1042646.0	27904.0	0.0
SRR1945950_1	87202914.0	910112.0	57324.0	0.0
SRR1945951_1	89060904.0	722512.0	22486.0	0.0
SRR1945952_1	96528642.0	799792.0	22162.0	0.0
SRR1945953_1	29123252.0	1960214.0	10078.0	0.0
SRR1945954_1	74119066.0	598160.0	13370.0	0.0
SRR1945955_1	73543900.0	759900.0	10646.0	0.0
SRR1945956_1	18325380.0	870358.0	7994.0	0.0
SRR1945957_1	22581164.0	1019544.0	10180.0	0.0
SRR1945958_1	89414256.0	608480.0	14222.0	0.0
SRR1945959_1	80966258.0	709076.0	12450.0	0.0
SRR1945960_1	17957080.0	805250.0	8358.0	0.0
SRR1945961_1	19518652.0	877836.0	8924.0	0.0
SRR1945962_1	74209662.0	648988.0	18814.0	0.0
SRR1945963_1	16748640.0	2254088.0	3052.0	0.0
SRR1945964_1	30977756.0	7943868.0	66588.0	0.0
SRR1945965_1	49275018.0	24836390.0	1486.0	0.0
SRR1945966_1	46592690.0	9663340.0	8584.0	0.0
SRR1945967_1	34954060.0	10140264.0	24692.0	0.0
SRR1945968_1	18581242.0	36387306.0	44188.0	0.0
SRR1945969_1	48190786.0	13582086.0	3038.0	0.0
SRR1945970_1	21318608.0	26734474.0	27906.0	0.0
SRR1945971_1	13162402.0	28325530.0	23080.0	0.0
SRR1945972_1	31686940.0	11223054.0	237410.0	0.0
SRR1945973_1	32936596.0	23343616.0	102784.0	0.0
SRR1945974_1	6143614.0	12485688.0	11850.0	0.0
SRR1945975_1	42057686.0	8808414.0	27618.0	0.0
SRR1945976_1	59754074.0	2946510.0	29448.0	0.0
SRR1945977_1	56906402.0	13552190.0	18454.0	0.0
SRR1945978_1	20171860.0	17159368.0	50734.0	0.0
SRR1945979_1	29939098.0	24755434.0	76696.0	0.0
SRR1945980_1	30110002.0	25133062.0	76702.0	0.0
SRR1945981_1	32439320.0	6888402.0	80578.0	0.0
SRR1945982_1	35510150.0	8892786.0	20460.0	0.0
SRR1945983_1	37598788.0	7649392.0	31960.0	0.0
SRR1945984_1	53193610.0	6565314.0	92608.0	0.0
SRR1945985_1	68806090.0	2328058.0	717930.0	0.0
SRR1945986_1	31325892.0	5168558.0	9400.0	0.0
SRR1945987_1	40073348.0	4088310.0	17344.0	0.0
SRR1945988_1	15068238.0	18135354.0	20382.0	0.0
SRR1945989_1	22435872.0	27446176.0	29620.0	0.0
SRR1945990_1	16193358.0	11285962.0	44266.0	0.0
SRR1945991_1	24382574.0	17520204.0	76818.0	0.0
SRR1945992_1	38046544.0	5966262.0	29168.0	0.0
SRR1945993_1	54333520.0	675184.0	313158.0	0.0
SRR1945994_1	15335578.0	1990790.0	6998.0	0.0
SRR1945995_1	18345016.0	2837464.0	8362.0	0.0
SRR1945996_1	49763306.0	14052886.0	4924.0	0.0
SRR1945997_1	59031052.0	14447082.0	15604.0	0.0
SRR1945998_1	38046976.0	7804656.0	26386.0	0.0
SRR1945999_1	27907968.0	9702396.0	97084.0	0.0
SRR1946000_1	14712076.0	2377514.0	8664.0	0.0
SRR1946001_1	42278590.0	27618328.0	1120.0	0.0
SRR1946002_1	19088500.0	3122040.0	11378.0	0.0
SRR1946003_1	121094906.0	20574170.0	24338.0	0.0
SRR1946004_1	22657364.0	20373484.0	55846.0	0.0
SRR1946005_1	26944762.0	4356180.0	544.0	0.0
SRR1946006_1	32413100.0	6433696.0	93022.0	0.0
SRR1946007_1	32565326.0	11336756.0	9140.0	0.0
SRR1946008_1	36250240.0	6793592.0	8806.0	0.0
SRR1946009_1	34456770.0	7570070.0	25638.0	0.0
SRR1946010_1	24095020.0	20142110.0	61326.0	0.0
SRR1946011_1	18522954.0	2560758.0	35820.0	0.0
SRR1946012_1	57590902.0	11784118.0	19040.0	0.0
SRR1946013_1	61198856.0	57264284.0	153588.0	0.0
SRR1946014_1	40127102.0	14737956.0	3742.0	0.0
SRR1946015_1	33801526.0	322828.0	20062.0	0.0
SRR1946016_1	96636788.0	901692.0	17294.0	0.0
SRR1946017_1	86470736.0	813352.0	19604.0	0.0
SRR1946018	73195053.0	34808.0	5347.0	0.0
SRR1946019	71409028.0	35301.0	4527.0	0.0
SRR1946020_1	63065322.0	761378.0	9412.0	0.0
SRR1946021_1	57759730.0	15345630.0	13948.0	0.0
SRR1946022_1	67650768.0	18755802.0	14660.0	0.0
SRR1946023_1	26419376.0	2186800.0	6336.0	0.0
SRR1946024_1	67133450.0	11912206.0	1118.0	0.0
SRR1946025_1	36480614.0	6415012.0	556.0	0.0
SRR1946026_1	31681610.0	5317450.0	538.0	0.0
SRR1946027_1	62233798.0	11872794.0	1010.0	0.0
SRR1946028_1	18719292.0	3228332.0	300.0	0.0
SRR1946029_1	28883622.0	5124982.0	556.0	0.0
SRR1946030_1	31626444.0	4922588.0	578.0	0.0
SRR1946031_1	29310538.0	2340398.0	7684.0	0.0
SRR1946032_1	34189434.0	6003312.0	548.0	0.0
SRR1946033_1	27284872.0	1849954.0	30940.0	0.0
SRR1946034_1	43315230.0	11249458.0	756.0	0.0
SRR1946035_1	28383316.0	1864488.0	9882.0	0.0
SRR1946036_1	61750408.0	7136650.0	44256.0	0.0
SRR1946037_1	48441492.0	5703306.0	35462.0	0.0
SRR1946038_1	55420930.0	6943984.0	40494.0	0.0
SRR1946039_1	53701268.0	7311332.0	37452.0	0.0
SRR1946040_1	35181670.0	2309098.0	37012.0	0.0
SRR1946041_1	26928266.0	1895440.0	6272.0	0.0
SRR1946042_1	114883792.0	11676720.0	23312.0	0.0
SRR1946043_1	33922748.0	2053630.0	7982.0	0.0
SRR1946044_1	32791142.0	2778834.0	7594.0	0.0
SRR1946045_1	27067628.0	1460484.0	29088.0	0.0
SRR1946046_1	32861662.0	2695202.0	6808.0	0.0
SRR1946047_1	50813836.0	7122312.0	36746.0	0.0
SRR1946048_1	35128778.0	5837808.0	16054.0	0.0
SRR1946049_1	59684532.0	5656204.0	44128.0	0.0
SRR1946050_1	45240926.0	6117894.0	33176.0	0.0
SRR1946051_1	41899268.0	6714436.0	18672.0	0.0
SRR1946052_1	45478316.0	5882824.0	33062.0	0.0
SRR1946053_1	18738620.0	1298440.0	6386.0	0.0
SRR1946054_1	22802368.0	1483350.0	142.0	0.0
SRR1946055_1	38264962.0	2353050.0	244.0	0.0
SRR1946056_1	81221830.0	4679370.0	600976.0	0.0
SRR1946057_1	69849146.0	3646870.0	599910.0	0.0
SRR1946058_1	24139680.0	12474640.0	1440.0	0.0
SRR1946059_1	110471008.0	27061784.0	27672.0	0.0
SRR1946060_1	46276002.0	12629850.0	2776.0	0.0
SRR1946061_1	69854522.0	1316888.0	411536.0	0.0
SRR1946062_1	87102878.0	7864426.0	39838.0	0.0
SRR1946063_1	59537016.0	15665840.0	14532.0	0.0
SRR1946064_1	28429890.0	15069640.0	796.0	0.0
SRR1946065_1	43652146.0	13897492.0	4144.0	0.0
SRR1946066_1	42640058.0	462646.0	17380.0	0.0
SRR1946067_1	77156532.0	8576172.0	17832.0	0.0
SRR1946068_1	81436770.0	23971308.0	4828.0	0.0
SRR1946069_1	44727620.0	1151528.0	32724.0	0.0
SRR1946070_1	59144560.0	8847692.0	64632.0	0.0
SRR1946071_1	46319562.0	25445462.0	337390.0	0.0
SRR1946072_1	72170934.0	13039384.0	12268.0	0.0
SRR1946073_1	73515138.0	8089780.0	14968.0	0.0
SRR1946074_1	59636968.0	2733850.0	69948.0	0.0
SRR1946075_1	179360886.0	16963360.0	71484.0	0.0
SRR1946076_1	67001532.0	12674998.0	8578.0	0.0
SRR1946077_1	70411750.0	4780198.0	25270.0	0.0
SRR1946078_1	17611842.0	276396.0	14106.0	0.0
SRR1946079_1	74990588.0	4077428.0	696704.0	0.0
SRR1946080_1	65158954.0	4489690.0	69444.0	0.0
SRR1946081_1	200119480.0	19187076.0	340498.0	0.0
SRR1946082_1	61274870.0	5476812.0	6322.0	0.0
SRR1946083_1	28356878.0	444400.0	16014.0	0.0
SRR1946084_1	39394476.0	841510.0	33384.0	0.0
SRR1946085_1	33765064.0	25388534.0	4490772.0	0.0
SRR1946086_1	56964120.0	4237718.0	62924.0	0.0
SRR1946087_1	74480548.0	11151760.0	8194.0	0.0
SRR1946088_1	53736122.0	1231412.0	32040.0	0.0
SRR1946089_1	60504348.0	3329530.0	68818.0	0.0
SRR1946090_1	74765126.0	7496740.0	69264.0	0.0
SRR1946091_1	69356148.0	6689778.0	68940.0	0.0
SRR1946092_1	45303890.0	7020280.0	5008.0	0.0
SRR1946093_1	72423192.0	5164686.0	25094.0	0.0
SRR1946094_1	133934332.0	9908440.0	384134.0	0.0
SRR1946095_1	18513412.0	3768132.0	7968.0	0.0
SRR1946096_1	61984656.0	3317454.0	57768.0	0.0
SRR1946097_1	43381222.0	1305338.0	20706.0	0.0
SRR1946098_1	196448842.0	21278356.0	33406.0	0.0
SRR1946099_1	72341588.0	9486228.0	10816.0	0.0
SRR1946100_1	77924616.0	6462046.0	71072.0	0.0
SRR1946101_1	79991506.0	9239714.0	65998.0	0.0
SRR1946102_1	68334678.0	3964356.0	32750.0	0.0
SRR1946103_1	43231028.0	1600260.0	413456.0	0.0
SRR1946104_1	50413728.0	3194764.0	83018.0	0.0
SRR1946105_1	38163190.0	2551044.0	226.0	0.0
SRR1946106_1	43902942.0	6061692.0	8758.0	0.0
SRR1946107_1	28471426.0	3294050.0	714.0	0.0
SRR1946108_1	32825464.0	4203122.0	14362.0	0.0
SRR1946109_1	26198562.0	4240590.0	7598.0	0.0
SRR1946110_1	31226858.0	4476484.0	9286.0	0.0
SRR1946111_1	34911932.0	7058984.0	10714.0	0.0
SRR1946112_1	35479366.0	8135582.0	11054.0	0.0
SRR1946113_1	32582344.0	4569384.0	6560.0	0.0
SRR1946114_1	35696720.0	5078454.0	6884.0	0.0
SRR1946115_1	26609360.0	3706822.0	5312.0	0.0
SRR1946116_1	22090164.0	2998578.0	4492.0	0.0
SRR1946117_1	31210026.0	4490486.0	6240.0	0.0
SRR1946118_1	29253620.0	4331282.0	5768.0	0.0
SRR1946119_1	35879726.0	5681998.0	7230.0	0.0
SRR1946120_1	31519068.0	4200240.0	6340.0	0.0
SRR1946121_1	29714362.0	3845826.0	6076.0	0.0
SRR1946122_1	33959744.0	4861340.0	6622.0	0.0
SRR1946123_1	31667594.0	3493318.0	804.0	0.0
SRR1946124_1	26634470.0	3090176.0	648.0	0.0
SRR1946125_1	34420092.0	3897706.0	946.0	0.0
SRR1946126_1	35490508.0	4430534.0	966.0	0.0
SRR1946127_1	21233750.0	2449376.0	608.0	0.0
SRR1946128_1	33935242.0	3728856.0	816.0	0.0
SRR1946129_1	27608258.0	3095136.0	754.0	0.0
SRR1946130_1	24598098.0	2676074.0	626.0	0.0
SRR1946131_1	34990630.0	3891192.0	976.0	0.0
SRR1946132_1	32313630.0	3329134.0	768.0	0.0
SRR1946133_1	41252348.0	4748710.0	1046.0	0.0
SRR1946134_1	32592160.0	4470544.0	1820.0	0.0
SRR1946135_1	33850610.0	3938886.0	2014.0	0.0
SRR1946136_1	31083836.0	3621962.0	1712.0	0.0
SRR1946137_1	25978862.0	3512182.0	1412.0	0.0
SRR1946138_1	30730816.0	3328858.0	1928.0	0.0
SRR1946139_1	31580252.0	3856840.0	1652.0	0.0
SRR1946140_1	34143336.0	4280776.0	1768.0	0.0
SRR1946141_1	29413446.0	3828184.0	1566.0	0.0
SRR1946142_1	33084062.0	4328690.0	1876.0	0.0
SRR1946143_1	28053164.0	3245896.0	1584.0	0.0
SRR1946144_1	31410698.0	3840634.0	1692.0	0.0
SRR1946145_1	26858050.0	5795158.0	364.0	0.0
SRR1946146_1	42853442.0	7564976.0	620.0	10286.0
SRR1946147_1	38273924.0	8012986.0	576.0	0.0
SRR1946148_1	37018484.0	7238794.0	466.0	0.0
SRR1946149_1	29178500.0	6149468.0	362.0	0.0
SRR1946150_1	29415584.0	5458878.0	352.0	0.0
SRR1946151_1	25287598.0	5491918.0	328.0	0.0
SRR1946152_1	35907400.0	6598806.0	458.0	0.0
SRR1946153_1	35803042.0	6355758.0	502.0	0.0
SRR1946154_1	32795580.0	5920104.0	444.0	0.0
SRR1946155_1	28395520.0	5960960.0	398.0	0.0
SRR1946156_1	31843884.0	6491980.0	430.0	0.0
SRR1946157_1	28325666.0	4490320.0	12188.0	0.0
SRR1946158_1	28752190.0	4087340.0	11950.0	0.0
SRR1946159_1	30602754.0	4549270.0	13370.0	0.0
SRR1946160_1	24423726.0	3722108.0	10446.0	0.0
SRR1946161_1	28116836.0	5312842.0	11844.0	0.0
SRR1946162_1	27878798.0	4033744.0	12548.0	0.0
SRR1946163_1	29865744.0	3956788.0	13016.0	0.0
SRR1946164_1	28037720.0	4694028.0	11838.0	0.0
SRR1946165_1	32985408.0	4563580.0	14628.0	0.0
SRR1946166_1	35503874.0	5095988.0	10326.0	0.0
SRR1946167_1	35866752.0	4717832.0	10714.0	0.0
SRR1946168_1	31530590.0	4181646.0	9012.0	0.0
SRR1946169_1	31315272.0	3941184.0	8866.0	0.0
SRR1946170_1	33350564.0	4661308.0	9656.0	0.0
SRR1946171_1	29286996.0	3809998.0	8606.0	0.0
SRR1946172_1	28095106.0	4282398.0	8226.0	0.0
SRR1946173_1	32858964.0	5068822.0	10178.0	0.0
SRR1946174_1	34604288.0	5192630.0	10520.0	0.0
SRR1946175_1	35798082.0	5746910.0	11126.0	0.0
SRR1946176_1	29100316.0	5013696.0	8920.0	0.0
SRR1946177_1	38348058.0	5199064.0	12374.0	0.0
SRR1946178_1	30868030.0	3840924.0	9906.0	0.0
SRR1946179_1	29752498.0	4641990.0	9296.0	0.0
SRR1946180_1	30675564.0	4926944.0	9260.0	0.0
SRR1946181_1	29143302.0	4418686.0	8826.0	0.0
SRR1946182_1	33431088.0	5472984.0	10350.0	0.0
SRR1946183_1	31986594.0	4639604.0	9660.0	0.0
SRR1946184_1	38576230.0	8776232.0	11754.0	0.0
SRR1946185_1	46443276.0	9238290.0	14424.0	0.0
SRR1946186_1	32161684.0	7207488.0	9964.0	0.0
SRR1946187_1	27048752.0	6225244.0	8462.0	0.0
SRR1946188_1	22661136.0	4461174.0	7286.0	0.0
SRR1946189_1	32581680.0	6305132.0	10196.0	0.0
SRR1946190_1	25171716.0	5836550.0	7496.0	0.0
SRR1946191_1	31618206.0	6837910.0	9978.0	0.0
SRR1946192_1	37690938.0	8858612.0	11508.0	0.0
SRR1946193_1	32819546.0	7847374.0	10156.0	0.0
SRR1946194_1	43980850.0	5378308.0	32052.0	0.0
SRR1946195_1	22629000.0	831062.0	0.0	0.0
SRR1946196_1	16759632.0	822470.0	0.0	0.0
SRR1946197_1	19347550.0	928926.0	0.0	0.0
SRR1946198_1	22920332.0	1101320.0	0.0	0.0
SRR1946199_1	24435940.0	1115230.0	7512.0	0.0
SRR1946200_1	28736950.0	1385938.0	11670.0	0.0
SRR1946201_1	23176332.0	1090248.0	9288.0	0.0
SRR1946202_1	20024936.0	882876.0	362.0	0.0
SRR1946203_1	26138220.0	1697766.0	0.0	0.0
SRR1946204_1	28136010.0	2087760.0	23144.0	0.0
SRR1946205_1	17535896.0	776130.0	6212.0	0.0
SRR1946206_1	21633516.0	1208814.0	0.0	0.0
SRR1946207_1	22058044.0	1045186.0	0.0	0.0
SRR1946208_1	30123488.0	1750442.0	11762.0	0.0
SRR1946209_1	20740406.0	931472.0	6526.0	0.0
SRR1946210_1	22920072.0	1087332.0	7124.0	0.0
SRR1946211_1	26246060.0	1276232.0	7978.0	0.0
SRR1946212_1	25248562.0	1318058.0	10118.0	0.0
SRR1946213_1	15558492.0	890408.0	322.0	0.0
SRR1946214_1	17934576.0	924040.0	358.0	0.0
SRR1946215_1	22874624.0	1592898.0	0.0	0.0
SRR1946216_1	22841122.0	1128176.0	0.0	0.0
SRR1946217_1	33997144.0	2545798.0	13264.0	0.0
SRR1946218_1	18836412.0	752046.0	6708.0	0.0
SRR1946219_1	17752494.0	730188.0	0.0	0.0
SRR1946220_1	23872092.0	1059130.0	7610.0	0.0
SRR1946221_1	25771936.0	1207630.0	7816.0	0.0
SRR1946222_1	37187248.0	1720482.0	15254.0	0.0
SRR1946223_1	21283766.0	1002736.0	426.0	0.0
SRR1946224_1	19468462.0	894914.0	390.0	0.0
SRR1946225_1	25679930.0	1577000.0	0.0	0.0
SRR1946226_1	23990438.0	990908.0	0.0	0.0
SRR1946227_1	33098466.0	2356470.0	13394.0	0.0
SRR1946228_1	18412158.0	770924.0	6294.0	0.0
SRR1946229_1	22976576.0	946258.0	7168.0	0.0
SRR1946230_1	25116750.0	1485092.0	0.0	0.0
SRR1946231_1	20001300.0	1353822.0	0.0	0.0
SRR1946232_1	24634130.0	1103976.0	0.0	0.0
SRR1946233_1	25115602.0	1811360.0	19836.0	0.0
SRR1946234_1	11851680.0	442742.0	0.0	0.0
SRR1946235_1	24583042.0	1211218.0	7774.0	0.0
SRR1946236_1	19852142.0	1128146.0	7868.0	0.0
SRR1946237_1	21886028.0	1601564.0	0.0	0.0
SRR1946238_1	16961268.0	809990.0	0.0	0.0
SRR1946239_1	28975320.0	2122550.0	11644.0	0.0
SRR1946240_1	19859586.0	801724.0	6858.0	0.0
SRR1946241_1	18239016.0	686896.0	0.0	0.0
SRR1946242_1	26674194.0	1198556.0	8148.0	0.0
SRR1946243_1	23440826.0	1043042.0	7398.0	0.0
SRR1946244_1	27153118.0	1301372.0	10748.0	0.0
SRR1946245_1	24870496.0	1658988.0	0.0	0.0
SRR1946246_1	27936218.0	2325240.0	23960.0	0.0
SRR1946247_1	21662404.0	952148.0	6816.0	0.0
SRR1946248_1	21971716.0	1041288.0	6860.0	0.0
SRR1946249_1	19691088.0	1007778.0	6208.0	0.0
SRR1946250_1	20344652.0	979910.0	6256.0	0.0
SRR1946251_1	23274936.0	1131066.0	7238.0	0.0
SRR1946252_1	27198694.0	1898366.0	9306.0	0.0
SRR1946253_1	24578528.0	970536.0	11124.0	0.0
SRR1946254_1	28334996.0	2335294.0	24034.0	0.0
SRR1946255_1	78010078.0	8437940.0	61348.0	0.0
SRR1946256_1	27425772.0	2897952.0	21534.0	0.0
SRR1946257_1	32020404.0	1828170.0	9178.0	0.0
SRR1946258_1	29724926.0	1633006.0	8872.0	0.0
SRR1946259_1	28467908.0	1768078.0	8466.0	0.0
SRR1946260_1	19887584.0	1195052.0	6810.0	0.0
SRR1946261_1	18373602.0	814520.0	5684.0	0.0
SRR1946262_1	28857704.0	1380710.0	8250.0	0.0
SRR1946263_1	30914136.0	1699176.0	9020.0	0.0
SRR1946264_1	33951832.0	2000130.0	9984.0	0.0
SRR1946265_1	29624566.0	2517494.0	25638.0	0.0
SRR1946266_1	41790444.0	2029524.0	11472.0	0.0
SRR1946267_1	22612788.0	1924122.0	19486.0	0.0
SRR1946268_1	37349994.0	3049798.0	33154.0	0.0
SRR1946269_1	26774046.0	2225404.0	11684.0	0.0
SRR1946270_1	18439956.0	1489962.0	16666.0	0.0
SRR1946271_1	30953912.0	2278338.0	23868.0	0.0
SRR1946272_1	24600740.0	1873254.0	18980.0	0.0
SRR1946273_1	34634086.0	2394904.0	26782.0	0.0
SRR1946274_1	20642226.0	941302.0	6196.0	0.0
SRR1946275_1	22594642.0	1005792.0	7140.0	0.0
SRR1946276_1	41299322.0	2178554.0	12232.0	0.0
SRR1946277_1	27151496.0	1501098.0	10960.0	0.0
SRR1946278_1	21564894.0	1064410.0	0.0	0.0
SRR1946279_1	32100460.0	2021452.0	16822.0	0.0
SRR1946280_1	37505678.0	2662092.0	13700.0	0.0
SRR1946281_1	39588620.0	2449762.0	15692.0	0.0
SRR1946282_1	15306336.0	706796.0	5166.0	0.0
SRR1946283_1	38926236.0	2977478.0	15066.0	0.0
SRR1946284_1	19575354.0	911884.0	426.0	0.0
SRR1946285_1	32013136.0	2170896.0	12982.0	0.0
SRR1946286_1	40507046.0	3035604.0	15878.0	0.0
SRR1946287_1	33108834.0	2625038.0	15114.0	0.0
SRR1946288_1	23726682.0	1520784.0	18582.0	0.0
SRR1946289_1	30817154.0	2154608.0	11676.0	0.0
SRR1946290_1	23769868.0	1112608.0	9512.0	0.0
SRR1946291_1	22963610.0	985592.0	422.0	0.0
SRR1946292_1	28515142.0	2037654.0	0.0	0.0
SRR1946293_1	21049640.0	1006086.0	0.0	0.0
SRR1946294_1	36203344.0	2344174.0	17380.0	0.0
SRR1946295_1	22057490.0	813012.0	7582.0	0.0
SRR1946296_1	18707934.0	743276.0	0.0	0.0
SRR1946297_1	38968796.0	2994778.0	14696.0	0.0
SRR1946298_1	18926828.0	931944.0	352.0	0.0
SRR1946299_1	32411580.0	2605216.0	12226.0	0.0
SRR1946300_1	16761372.0	903816.0	5924.0	0.0
SRR1946301_1	18683594.0	739292.0	6428.0	0.0
SRR1946302_1	21438074.0	883918.0	7494.0	0.0
SRR1946303_1	22142554.0	990444.0	7656.0	0.0
SRR1946304_1	18270276.0	812902.0	6426.0	0.0
SRR1946305_1	38625898.0	2710898.0	29696.0	0.0
SRR1946306_1	22084552.0	929472.0	6830.0	0.0
SRR1946307_1	30407410.0	2226454.0	23324.0	0.0
SRR1946308_1	35692778.0	2598520.0	27552.0	0.0
SRR1946309_1	23240094.0	1084804.0	7144.0	0.0
SRR1946310_1	27394038.0	1939486.0	21788.0	0.0
SRR1946311_1	19580796.0	937082.0	5982.0	0.0
SRR1946312_1	19267592.0	731840.0	6718.0	0.0
SRR1946313_1	25894546.0	1475476.0	8928.0	0.0
SRR1946314_1	30451860.0	0.0	16200.0	0.0
SRR1946315_1	23737072.0	1115690.0	9508.0	0.0
SRR1946316_1	20433418.0	1017646.0	7980.0	0.0
SRR1946317_1	18945974.0	804050.0	0.0	0.0
SRR1946318_1	23470276.0	1060144.0	7198.0	0.0
SRR1946319_1	25230680.0	1614882.0	9580.0	0.0
SRR1946320_1	19582434.0	1387320.0	0.0	0.0
SRR1946321_1	21299722.0	909586.0	430.0	0.0
SRR1946322_1	39994666.0	3022506.0	16970.0	0.0
SRR1946323_1	41731334.0	3552694.0	18138.0	0.0
SRR1946324_1	29441776.0	2317098.0	25980.0	0.0
SRR1946325_1	20483778.0	1121672.0	8328.0	0.0
SRR1946326_1	16158998.0	2445422.0	3274.0	0.0
SRR1946327_1	17407596.0	0.0	23654.0	0.0
SRR1946328_1	26617030.0	2820578.0	15052.0	0.0
SRR1946329_1	13605244.0	2028456.0	2100.0	0.0
SRR1946330_1	132038880.0	22851228.0	26738.0	0.0
SRR1946331_1	15957972.0	1722752.0	572.0	0.0
SRR1946332_1	46271612.0	7343528.0	20188.0	0.0
SRR1946333_1	47950100.0	7707158.0	20806.0	0.0
SRR1946334_1	39645634.0	7063390.0	17748.0	0.0
SRR1946335_1	37074192.0	6447006.0	16560.0	0.0
SRR1946336_1	46245962.0	7820076.0	20608.0	0.0
SRR1946337_1	41487486.0	7118670.0	18782.0	0.0
SRR1946338_1	47742178.0	9023000.0	21592.0	0.0
SRR1946339_1	55728812.0	9638984.0	24384.0	0.0
SRR1946340_1	49761542.0	8419054.0	21398.0	0.0
SRR1946341_1	43582100.0	3858574.0	38442.0	0.0
SRR1946342_1	36902264.0	3254978.0	31968.0	0.0
SRR1946343_1	40323660.0	3402220.0	36248.0	0.0
SRR1946344_1	35370706.0	3343222.0	30802.0	0.0
SRR1946345_1	40449292.0	3653464.0	34326.0	0.0
SRR1946346_1	41399154.0	3781794.0	36392.0	0.0
SRR1946347_1	40865970.0	3753510.0	35108.0	0.0
SRR1946348_1	42811424.0	4089602.0	36624.0	0.0
SRR1946349_1	36622204.0	3368182.0	31640.0	0.0
SRR1946350_1	36358530.0	3237082.0	31588.0	0.0
SRR1946351_1	41974246.0	6301038.0	27690.0	0.0
SRR1946352_1	74835014.0	11653172.0	48778.0	0.0
SRR1946353_1	39741630.0	5471278.0	25902.0	0.0
SRR1946354_1	37942250.0	5166056.0	25834.0	0.0
SRR1946355_1	34062532.0	4650510.0	22522.0	0.0
SRR1946356_1	27435064.0	4364676.0	17232.0	0.0
SRR1946357_1	38849454.0	5091248.0	25072.0	0.0
SRR1946358_1	40320106.0	3009264.0	42338.0	0.0
SRR1946359_1	76593788.0	10510594.0	50082.0	0.0
SRR1946360_1	42956440.0	5944058.0	28478.0	0.0
SRR1946361_1	50399936.0	6365566.0	33702.0	0.0
SRR1946362_1	37481384.0	3639642.0	26162.0	0.0
SRR1946363_1	43169562.0	3670620.0	29992.0	0.0
SRR1946364_1	29467330.0	2827244.0	20798.0	0.0
SRR1946365_1	39664790.0	3402752.0	27536.0	0.0
SRR1946366_1	34838190.0	2979678.0	24632.0	0.0
SRR1946367_1	37033982.0	3273492.0	26446.0	0.0
SRR1946368_1	30233946.0	3117582.0	21338.0	0.0
SRR1946369_1	40919184.0	3892888.0	28370.0	0.0
SRR1946370_1	39722398.0	3352344.0	28322.0	0.0
